month,category,tier,growth_rate,budget_revenue,budget_units,budget_avg_price
2018-07,musical_instruments,mid,0.05,7646.7195,31.5,242.75300000000001
2018-07,office_furniture,low,0.02,17230.4622,117.3,146.89226086956523
2018-07,party_supplies,mid,0.05,73.39500000000001,1.05,69.9
2018-07,perfumery,mid,0.05,13370.962500000001,127.05000000000001,105.24173553719008
2018-07,pet_shop,mid,0.05,6904.7685,89.25,77.36435294117648
2018-07,signaling_and_security,mid,0.05,499.70550000000003,5.25,95.182
2018-07,small_appliances,mid,0.05,3766.5915,32.550000000000004,115.71709677419354
2018-07,sports_leisure,mid,0.05,38449.7715,393.75,97.65021333333334
2018-07,stationery,mid,0.05,7252.192500000001,80.85000000000001,89.69935064935065
2018-07,telephony,mid,0.05,9505.513500000001,150.15,63.306783216783224
2018-07,toys,mid,0.05,25154.682,213.15,118.01399014778325
2018-07,uncategorized,mid,0.05,3116.253,60.900000000000006,51.169999999999995
2018-07,watches_gifts,mid,0.05,35387.541,170.1,208.03962962962962
2018-08,agro_industry_and_commerce,mid,0.05,92.4,4.2,22.0
2018-08,air_conditioning,mid,0.05,4485.3165,15.75,284.782
2018-08,art,mid,0.05,256.935,4.2,61.175
2018-08,audio,high,0.1,1155.7700000000002,7.700000000000001,150.1
2018-08,auto,mid,0.05,19868.7405,169.05,117.53173913043477
2018-08,baby,mid,0.05,20118.105,133.35,150.86692913385826
2018-08,bed_bath_table,low,0.02,57712.2426,516.12,111.81942687747035
2018-08,books_general_interest,mid,0.05,2388.75,28.35,84.25925925925925
2018-08,books_imported,mid,0.05,64.05,1.05,60.99999999999999
2018-08,books_technical,mid,0.05,1256.199,9.450000000000001,132.9311111111111
2018-08,christmas_supplies,mid,0.05,61.845,1.05,58.9
2018-08,computers,high,0.1,35640.0,30.800000000000004,1157.1428571428569
2018-08,computers_accessories,high,0.1,37209.117000000006,375.1,99.19785923753666
2018-08,consoles_games,high,0.1,8860.225,92.4,95.88988095238095
2018-08,construction_tools_construction,low,0.02,1203.6,7.140000000000001,168.57142857142856
2018-08,construction_tools_lights,low,0.02,600.78,2.04,294.5
2018-08,construction_tools_safety,low,0.02,9.078000000000001,1.02,8.9
2018-08,cool_stuff,mid,0.05,40177.7355,268.8,149.4707421875
2018-08,costruction_tools_garden,low,0.02,1311.9138,10.2,128.619
2018-08,drinks,mid,0.05,125.89500000000001,2.1,59.95
2018-08,dvds_blu_ray,mid,0.05,119.07000000000001,6.300000000000001,18.9
2018-08,electronics,high,0.1,3139.5650000000005,61.60000000000001,50.96696428571429
2018-08,fashio_female_clothing,mid,0.05,198.135,4.2,47.175
2018-08,fashion_bags_accessories,mid,0.05,6760.834500000001,99.75,67.77778947368422
2018-08,fashion_male_clothing,mid,0.05,1233.813,14.700000000000001,83.93285714285715
2018-08,fashion_shoes,mid,0.05,1566.2745000000002,23.1,67.80409090909092
2018-08,fashion_sport,mid,0.05,279.09000000000003,2.1,132.9
2018-08,fashion_underwear_beach,mid,0.05,1166.55,13.65,85.46153846153845
2018-08,fixed_telephony,mid,0.05,3510.717,21.0,167.177
2018-08,food,mid,0.05,382.725,8.4,45.5625
2018-08,food_drink,mid,0.05,519.5505,15.75,32.98733333333334
2018-08,furniture_bedroom,low,0.02,630.36,3.06,206.0
2018-08,furniture_decor,low,0.02,34267.8078,434.52,78.86359154929578
2018-08,furniture_living_room,low,0.02,2527.6314,23.46,107.74217391304349
2018-08,garden_tools,low,0.02,23379.3486,237.66,98.37309012875536
2018-08,health_beauty,mid,0.05,51481.741500000004,369.6,139.29042613636364
2018-08,home_appliances,low,0.02,3999.777,42.84,93.36547619047619
2018-08,home_appliances_2,low,0.02,3760.2810000000004,15.3,245.77
2018-08,home_confort,low,0.02,4080.1938,28.560000000000002,142.86392857142857
2018-08,home_construction,low,0.02,127.29599999999999,1.02,124.8
2018-08,housewares,low,0.02,23896.396800000002,285.6,83.67085714285714
2018-08,industry_commerce_and_business,mid,0.05,1004.745,3.1500000000000004,318.96666666666664
2018-08,kitchen_dining_laundry_garden_furniture,low,0.02,1026.324,7.140000000000001,143.74285714285713
2018-08,luggage_accessories,mid,0.05,6859.755000000001,65.10000000000001,105.37258064516129
2018-08,market_place,mid,0.05,2034.2595000000001,24.150000000000002,84.23434782608696
2018-08,musical_instruments,mid,0.05,7444.0275,24.150000000000002,308.2413043478261
2018-08,office_furniture,low,0.02,10074.907200000001,59.160000000000004,170.2993103448276
2018-08,perfumery,mid,0.05,13739.355000000001,133.35,103.03228346456694
2018-08,pet_shop,mid,0.05,10947.079500000002,93.45,117.14370786516855
2018-08,signaling_and_security,mid,0.05,396.69000000000005,4.2,94.45
2018-08,small_appliances,mid,0.05,4511.860500000001,37.800000000000004,119.3613888888889
2018-08,small_appliances_home_oven_and_coffee,low,0.02,22.337999999999997,1.02,21.9
2018-08,sports_leisure,mid,0.05,42656.008499999996,437.85,97.4215107913669
2018-08,stationery,mid,0.05,6685.2555,84.0,79.586375
2018-08,telephony,mid,0.05,11080.9755,138.6,79.94931818181819
2018-08,toys,mid,0.05,18559.1385,191.1,97.11741758241759
2018-08,uncategorized,mid,0.05,5216.8725,78.75,66.24600000000001
2018-08,watches_gifts,mid,0.05,37979.4975,221.55,171.4263033175355
